#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
2848283|2010-04-06T22:15:02|2.3601|97.1113|33.4|ISC|ISC|ISC|600296664|MW|7.8|GCMT|NORTHERN SUMATRA, INDONESIA
2847824|2010-04-04T22:40:43|32.2764|-115.2633|5.2|ISC|ISC|ISC|600257057|MW|7.2|GCMT|CALIF.-BAJA CALIF. BORDER REGION
2846507|2010-03-11T14:55:29|-34.2937|-71.802|24.4|ISC|ISC|ISC|14400686|MW|7.0|GCMT|NEAR COAST OF CENTRAL CHILE
2845026|2010-02-27T08:01:23|-37.84|-75.2105|35.0|ISC|ISC|ISC|14357776|MW|7.4|GCMT|OFF COAST OF CENTRAL CHILE
2844965|2010-02-26T20:31:26|25.9843|128.5078|24.2|ISC|ISC|ISC|600144227|MW|7.0|GCMT|RYUKYU ISLANDS, JAPAN
2843110|2010-01-12T21:53:10|18.3823|-72.588|15.0|ISC|ISC|ISC|14226221|MW|7.0|GCMT|HAITI REGION
2842720|2010-01-03T22:36:29|-8.8788|157.4167|29.8|ISC|ISC|ISC|14287942|MW|7.1|GCMT|SOLOMON ISLANDS
2839308|2009-10-07T23:13:49|-13.0836|166.4628|32.9|ISC|ISC|ISC|17141789|MW|7.4|GCMT|VANUATU ISLANDS
3834372|2009-10-07T22:18:53|-12.4743|166.3694|59.0|ISC|ISC|ISC|14092590|MW|7.8|GCMT|SANTA CRUZ ISLANDS
2839294|2009-10-07T22:03:14|-13.0359|166.5023|33.7|ISC|ISC|ISC|13908747|MW|7.6|GCMT|VANUATU ISLANDS
2838868|2009-09-30T10:16:10|-0.7071|99.9678|90.2|ISC|ISC|ISC|13801688|MW|7.6|GCMT|SOUTHERN SUMATRA, INDONESIA
2837840|2009-09-02T07:55:01|-7.7346|107.4109|57.8|ISC|ISC|ISC|15161670|MW|7.0|GCMT|JAVA, INDONESIA
2872699|2009-08-10T19:55:39|14.0522|92.8685|30.7|ISC|ISC|ISC|15190110|MW|7.5|GCMT|ANDAMAN ISLANDS, INDIA REGION
2871698|2009-07-15T09:22:31|-45.8339|166.6363|20.9|ISC|ISC|ISC|15157724|MW|7.8|GCMT|OFF W. COAST OF S. ISLAND, N.Z.
2869886|2009-05-28T08:24:48|16.8078|-86.243|29.0|ISC|ISC|ISC|12867661|MW|7.3|GCMT|NORTH OF HONDURAS
2867250|2009-03-19T18:17:40|-23.1555|-174.5899|30.9|ISC|ISC|ISC|15153302|MW|7.6|GCMT|TONGA ISLANDS REGION
2865593|2009-02-11T17:34:51|3.7751|126.4987|24.2|ISC|ISC|ISC|13434474|MW|7.1|NEIC|TALAUD ISLANDS, INDONESIA
2864492|2009-01-15T17:49:38|46.8333|155.246|31.1|ISC|ISC|ISC|13962368|MW|7.3|NEIC|EAST OF KURIL ISLANDS
2863926|2009-01-03T22:33:42|-0.7094|133.3122|34.4|ISC|ISC|ISC|13989020|MW|7.2|NEIC|IRIAN JAYA REGION, INDONESIA
2863881|2009-01-03T19:43:55|-0.5275|132.6016|31.1|ISC|ISC|ISC|13989025|MW|7.4|NEIC|IRIAN JAYA REGION, INDONESIA
2860364|2008-11-16T17:02:32|1.3516|122.1629|28.1|ISC|ISC|ISC|11453303|MW|7.3|GCMT|MINAHASSA PENINSULA, SULAWESI
2856145|2008-09-29T15:19:30|-30.0971|-177.6336|35.0|ISC|ISC|ISC|13395461|MW|7.0|GCMT|KERMADEC ISLANDS, NEW ZEALAND
2797378|2008-06-30T06:17:43|-58.284|-21.9794|10.0|ISC|ISC|ISC|13378936|MW|7.0|GCMT|EAST OF SOUTH SANDWICH ISLANDS
2695921|2008-05-12T06:27:59|31.0636|103.3718|7.6|ISC|ISC|ISC|13228121|MW|7.9|GCMT|SICHUAN, CHINA
2694742|2008-04-12T00:30:12|-55.5913|158.5422|10.0|ISC|ISC|ISC|13224811|MW|7.1|GCMT|MACQUARIE ISLAND REGION
2682145|2008-04-09T12:46:12|-20.0376|168.9074|31.4|ISC|ISC|ISC|12942456|MW|7.3|GCMT|LOYALTY ISLANDS
2732151|2008-03-20T22:32:58|35.5493|81.5063|10.0|ISC|ISC|ISC|13493073|MW|7.1|GCMT|SOUTHERN XINJIANG, CHINA
2748503|2008-02-25T08:36:33|-2.4893|99.9204|29.8|ISC|ISC|ISC|12942353|MW|7.2|GCMT|SOUTHERN SUMATRA, INDONESIA
2720471|2008-02-20T08:08:31|2.7634|95.9644|31.4|ISC|ISC|ISC|13214445|MW|7.3|GCMT|OFF W COAST OF NORTHERN SUMATRA
2587660|2007-12-19T09:30:28|51.3982|-179.5373|36.2|ISC|ISC|ISC|13292574|MW|7.2|GCMT|ANDREANOF ISLANDS, ALEUTIAN IS.
2536104|2007-12-09T07:28:20|-26.0959|-177.3637|149.8|ISC|ISC|ISC|13285723|MW|7.8|GCMT|SOUTH OF FIJI ISLANDS
2631020|2007-11-29T19:00:19|14.9946|-61.2236|147.3|ISC|ISC|ISC|13276920|MW|7.4|GCMT|WINDWARD ISLANDS
2568452|2007-11-14T15:40:49|-22.3208|-69.7803|33.6|ISC|ISC|ISC|13266131|MW|7.7|GCMT|NORTHERN CHILE
2639057|2007-09-30T05:23:34|-49.2466|164.1939|10.0|ISC|ISC|ISC|13204347|MW|7.4|GCMT|AUCKLAND ISLANDS, N.Z. REGION
2638663|2007-09-30T02:08:31|10.5355|145.7995|18.5|ISC|ISC|ISC|12975428|MW|7.0|GCMT|SOUTH OF MARIANA ISLANDS
2565764|2007-09-13T03:35:28|-2.1573|99.5731|20.0|ISC|ISC|ISC|13203381|Mw|7.0|HRV|SOUTHERN SUMATRA, INDONESIA
2564553|2007-09-12T23:49:04|-2.6161|100.7261|36.0|ISC|ISC|ISC|13203366|Mw|7.9|HRV|SOUTHERN SUMATRA, INDONESIA
2485365|2007-09-02T01:05:19|-11.589|165.8205|37.5|ISC|ISC|ISC|12955897|Mw|7.2|HRV|SANTA CRUZ ISLANDS
2584474|2007-08-15T23:40:58|-13.3836|-76.5555|41.2|ISC|ISC|ISC|12804735|MW|8.0|GCMT|NEAR COAST OF PERU
2482948|2007-08-01T17:08:55|-15.6745|167.6986|149.5|ISC|ISC|ISC|13199686|Mw|7.2|HRV|VANUATU ISLANDS
2482145|2007-03-25T00:40:03|-20.5675|169.3463|36.2|ISC|ISC|ISC|11703271|MW|7.1|GCMT|VANUATU ISLANDS
2479108|2007-01-21T11:27:44|1.0816|126.3618|23.5|ISC|ISC|ISC|10391634|MW|7.5|GCMT|NORTHERN MOLUCCA SEA
2381388|2006-12-26T12:26:21|21.8643|120.5446|6.6|ISC|ISC|ISC|11123554|Mw|7.0|HRV|TAIWAN REGION
2360921|2006-08-20T03:41:45|-61.016|-34.2851|0.5|ISC|ISC|ISC|10699978|MW|7.0|HRVD|SCOTIA SEA
2348791|2006-07-17T08:19:26|-9.3178|107.4238|20.0|ISC|ISC|ISC|10699442|MW|7.7|HRVD|SOUTH OF JAVA, INDONESIA
2196544|2006-06-05T00:50:31|17.992|119.075|124.0|MAN|ISC|ISC|9508995|MS|8.0|MAN|PHILIPPINE ISLANDS REGION
2241389|2006-05-16T10:39:23|-31.8438|-179.1549|156.0|ISC|ISC|ISC|10698463|MW|7.4|HRVD|KERMADEC ISLANDS REGION
2192055|2006-05-03T15:26:39|-20.1631|-174.1449|53.5|ISC|ISC|ISC|10698255|MW|8.0|HRVD|TONGA ISLANDS
2261895|2006-04-20T23:25:02|61.0398|167.0973|26.6|ISC|ISC|ISC|10697894|MW|7.6|HRVD|EASTERN SIBERIA, RUSSIA
2192624|2006-03-03T14:41:57|13.64|120.148|36.0|MAN|ISC|ISC|10596628|MS|7.0|MAN|MINDORO, PHILIPPINES
2292213|2006-02-26T22:31:33|8.472|123.086|31.0|MAN|ISC|ISC|9497468|MS|7.8|MAN|MINDANAO, PHILIPPINES
2263953|2006-02-22T22:19:09|-21.3113|33.5493|16.4|ISC|ISC|ISC|8096170|MW|7.0|HRVD|MOZAMBIQUE
2233534|2006-02-15T18:29:15|9.624|121.95|2.0|MAN|ISC|ISC|9493435|mb|7.9|MAN|SULU SEA
2232383|2006-02-15T10:10:00|11.571|122.727|96.0|MAN|ISC|ISC|9493315|MS|7.4|MAN|PANAY, PHILIPPINES
2186233|2006-01-02T06:10:48|-61.0106|-21.6489|10.0|ISC|ISC|ISC|7997740|MW|7.4|HRVD|EAST OF SOUTH SANDWICH ISLANDS
2114228|2005-11-14T21:38:50|38.0471|144.8788|14.2|ISC|ISC|ISC|7720514|MW|7.0|HRVD|OFF EAST COAST OF HONSHU, JAPAN
2072443|2005-10-08T03:50:35|34.5239|73.64|7.9|ISC|ISC|ISC|7703077|MW|7.6|HRVD|PAKISTAN
2161574|2005-09-26T01:55:37|-5.7362|-76.4755|129.1|ISC|ISC|ISC|7951634|MW|7.5|HRVD|NORTHERN PERU
2077037|2005-09-09T07:26:42|-4.5612|153.4794|93.8|ISC|ISC|ISC|7519857|MW|7.7|HRVD|NEW IRELAND REGION, P.N.G.
2125096|2005-08-16T02:46:26|38.2013|142.1143|37.8|ISC|ISC|ISC|7396432|MW|7.2|HRVD|NEAR EAST COAST OF HONSHU, JAPAN
2154037|2005-07-24T15:42:05|7.9066|92.1458|17.5|ISC|ISC|ISC|7364938|MW|7.2|HRVD|NICOBAR ISLANDS, INDIA REGION
1996086|2005-06-15T02:50:55|41.4472|-125.5848|18.0|ISC|ISC|ISC|7143782|MW|7.2|HRVD|OFF COAST OF NORTHERN CALIFORNIA
1990596|2005-06-13T22:44:32|-19.9172|-69.2156|111.9|ISC|ISC|ISC|7143508|MW|7.8|HRVD|NORTHERN CHILE
1939374|2005-03-02T10:42:09|-6.5657|129.8801|197.6|ISC|ISC|ISC|7736896|MW|7.1|HRVD|BANDA SEA
1918395|2004-12-26T04:21:26|6.8463|92.9321|31.7|ISC|ISC|ISC|7453532|MW|7.2|HRVD|NICOBAR ISLANDS, INDIA REGION
1924180|2004-11-28T18:32:12|42.9016|145.2087|42.8|ISC|ISC|ISC|7443145|MW|7.0|HRVD|HOKKAIDO, JAPAN REGION
1908429|2004-11-26T02:25:00|-3.6543|135.4096|5.1|ISC|ISC|ISC|7441772|MW|7.1|HRVD|IRIAN JAYA REGION, INDONESIA
1888053|2004-11-22T20:26:23|-46.4964|164.8273|7.6|ISC|ISC|ISC|7440391|MW|7.1|HRVD|OFF W. COAST OF S. ISLAND, N.Z.
1843706|2004-11-15T09:06:55|4.7417|-77.4704|15.0|ISC|ISC|ISC|7436588|MW|7.2|HRVD|NEAR WEST COAST OF COLOMBIA
1822213|2004-11-11T21:26:42|-8.1491|124.7441|23.1|ISC|ISC|ISC|7434650|MW|7.5|HRVD|TIMOR REGION
1777461|2004-09-05T14:57:17|33.2055|137.0731|10.0|ISC|ISC|ISC|7398386|MW|7.4|HRVD|NEAR S. COAST OF HONSHU, JAPAN
1775657|2004-09-05T10:07:07|33.0706|136.7349|18.7|ISC|ISC|ISC|7398298|MW|7.2|HRVD|NEAR S. COAST OF WESTERN HONSHU
1708371|2004-02-07T02:42:34|-4.0301|135.0876|15.0|ISC|ISC|ISC|7248533|MW|7.3|HRVD|IRIAN JAYA REGION, INDONESIA
1706156|2004-02-05T21:05:02|-3.6455|135.5219|28.3|ISC|ISC|ISC|7248018|MW|7.0|HRVD|IRIAN JAYA REGION, INDONESIA
1703903|2004-01-03T16:23:17|-22.3038|169.6596|9.4|ISC|ISC|ISC|7225647|MW|7.1|HRVD|SOUTHEAST OF LOYALTY ISLANDS
1693838|2003-12-27T16:01:00|-21.8913|169.7329|10.0|ISC|ISC|ISC|7218955|MW|7.3|HRVD|SOUTHEAST OF LOYALTY ISLANDS
1664853|2003-11-17T06:43:05|51.1032|178.6421|27.1|ISC|ISC|ISC|7185576|MW|7.8|HRVD|RAT ISLANDS, ALEUTIAN ISLANDS
1693959|2003-10-31T01:06:30|37.8541|142.6143|23.0|ISC|ISC|ISC|7169836|MW|7.0|HRVD|OFF EAST COAST OF HONSHU, JAPAN
1645208|2003-09-27T11:33:25|50.0089|87.7788|16.0|ISC|ISC|ISC|7136530|MW|7.3|HRVD|SOUTHWESTERN SIBERIA, RUSSIA
1635243|2003-09-25T21:07:59|41.6835|143.5984|31.8|ISC|ISC|ISC|7134581|MW|7.3|HRVD|HOKKAIDO, JAPAN REGION
1628007|2003-08-21T12:12:47|-45.0875|167.0892|6.8|ISC|ISC|ISC|7066570|MW|7.2|HRVD|SOUTH ISLAND, NEW ZEALAND
1555834|2003-08-04T04:37:20|-60.5323|-43.4511|10.0|ISC|ISC|ISC|7054520|MW|7.6|HRVD|SCOTIA SEA
1595650|2003-07-15T20:27:50|-2.6398|68.3563|10.0|ISC|ISC|ISC|6999304|MW|7.5|HRVD|CARLSBERG RIDGE
1575824|2003-05-26T09:24:33|38.8688|141.5247|71.2|ISC|ISC|ISC|6849185|MW|7.0|HRVD|NEAR EAST COAST OF HONSHU, JAPAN
1490566|2003-03-17T16:36:17|51.2395|177.9148|32.4|ISC|ISC|ISC|6616391|MW|7.0|HRVD|RAT ISLANDS, ALEUTIAN ISLANDS
1498400|2003-01-22T02:06:35|18.8965|-104.0815|27.4|ISC|ISC|ISC|6541364|MW|7.5|HRVD|NEAR COAST OF JALISCO, MEXICO
1493670|2003-01-20T08:43:07|-10.5295|160.8058|43.4|ISC|ISC|ISC|6540306|MW|7.2|HRVD|SOLOMON ISLANDS
1403125|2002-11-03T22:12:41|63.6285|-147.6114|10.8|ISC|ISC|ISC|6123395|MW|7.9|HRVD|CENTRAL ALASKA
1395373|2002-11-02T01:26:11|2.9794|96.1147|31.0|ISC|ISC|ISC|6121703|MW|7.2|HRVD|NORTHERN SUMATRA, INDONESIA
1424488|2002-10-10T10:50:22|-1.7511|134.2585|24.8|ISC|ISC|ISC|3477279|MW|7.5|HRVD|IRIAN JAYA REGION, INDONESIA
1362984|2002-09-08T18:44:23|-3.297|142.915|13.0|ISC|ISC|ISC|3362959|MW|7.6|HRVD|NEAR N COAST OF NEW GUINEA, PNG.
1367423|2002-04-26T16:06:05|13.032|144.688|69.1|ISC|ISC|ISC|3418180|MW|7.0|HRVD|MARIANA ISLANDS
1314687|2002-03-31T06:52:50|24.27|122.184|33.0|ISC|ISC|ISC|2944860|MW|7.1|HRVD|TAIWAN REGION
1281853|2002-03-20T03:59:52|34.276|-176.45|15.0|DUSS|ISC|ISC|4829954|MS|7.0|DUSS|NORTH PACIFIC OCEAN
1253514|2002-03-05T21:16:09|6.032|124.273|33.0|ISC|ISC|ISC|2904823|MW|7.5|HRVD|MINDANAO, PHILIPPINES
1240742|2002-01-02T17:22:53|-17.668|167.853|53.7|ISC|ISC|ISC|2431530|MW|7.2|HRVD|VANUATU ISLANDS
1240717|2002-01-02T17:22:50|-15.6|170.4|10.0|ZUR|ISC|ISC|4843181|mb|7.0|ZUR|VANUATU ISLANDS REGION
1200591|2001-12-12T14:02:35|-42.785|124.682|10.0|ISC|ISC|ISC|2428925|MW|7.1|HRVD|SOUTH OF AUSTRALIA
1201800|2001-11-14T09:26:10|35.927|90.587|11.0|ISC|ISC|ISC|2331800|MW|7.8|HRVD|QINGHAI, CHINA
1226657|2001-10-19T03:28:43|-4.089|123.977|33.0|ISC|ISC|ISC|2158595|MW|7.5|HRVD|BANDA SEA
1195927|2001-10-12T15:02:19|12.716|144.975|61.8|ISC|ISC|ISC|2152976|MW|7.0|HRVD|SOUTH OF MARIANA ISLANDS
1169374|2001-08-21T06:52:06|-36.801|-179.723|33.5|ISC|ISC|ISC|2051928|MW|7.1|HRVD|EAST OF NORTH ISLAND, N.Z.
1062334|2001-07-07T09:38:43|-17.568|-72.007|33.0|ISC|ISC|ISC|1907299|MW|7.6|HRVD|NEAR COAST OF PERU
1030488|2001-06-03T02:41:58|-29.681|-178.615|188.2|ISC|ISC|ISC|1858534|MW|7.1|HRVD|KERMADEC ISLANDS, NEW ZEALAND
1117020|2001-02-24T07:23:50|1.334|126.335|55.6|ISC|ISC|ISC|2682392|MW|7.1|HRVD|NORTHERN MOLUCCA SEA
1021272|2001-02-13T19:28:30|-4.754|102.478|33.9|ISC|ISC|ISC|2770811|MW|7.4|HRVD|SOUTHERN SUMATRA, INDONESIA
1126015|2001-01-26T03:16:40|23.442|70.31|16.0|ISC|ISC|ISC|1763683|MW|7.7|HRVD|SOUTHERN INDIA
1002694|2001-01-13T17:33:34|12.997|-88.729|82.9|ISC|ISC|ISC|1763440|MW|7.7|HRVD|OFF COAST OF CENTRAL AMERICA
979719|2001-01-10T16:02:43|56.986|-153.462|33.0|ISC|ISC|ISC|1763392|MW|7.0|HRVD|KODIAK ISLAND REGION, ALASKA
974157|2001-01-09T16:49:29|-14.967|167.193|112.5|ISC|ISC|ISC|1763372|MW|7.0|HRVD|VANUATU ISLANDS
924597|2001-01-01T06:57:04|6.876|126.659|33.0|ISC|ISC|ISC|1763197|MW|7.5|HRVD|MINDANAO, PHILIPPINES
